446.09,0.00027515
446.31,0.00026914
446.54,0.00026566
446.77,0.00026412
446.99,0.000264
447.22,0.00026485
447.45,0.00026629
447.67,0.00026804
447.9,0.00026985
448.13,0.00027159
448.35,0.00027049
448.58,0.00026942
448.81,0.00027272
449.04,0.00027329
449.26,0.00027459
449.49,0.00027512
449.72,0.00027644
449.94,0.00027737
450.17,0.00027794
450.4,0.00028091
450.62,0.00028169
450.85,0.00028148
451.08,0.00028055
451.3,0.00027982
451.53,0.00027915
451.76,0.00027928
451.99,0.00028
452.21,0.00027938
452.44,0.00027921
452.67,0.00027869
452.89,0.00028037
453.12,0.00028204
453.35,0.00028456
453.57,0.00028522
453.8,0.00028492
454.03,0.00028528
454.25,0.00028722
454.48,0.00028969
454.71,0.00029145
454.94,0.00029422
455.16,0.0002961
455.39,0.00029718
455.62,0.00029799
455.84,0.00029568
456.07,0.00029349
456.3,0.00029176
456.52,0.00028949
456.75,0.00028674
456.98,0.00028702
457.2,0.00028799
457.43,0.00029162
457.66,0.00029491
457.88,0.00029835
458.11,0.00030326
458.34,0.0003086
458.57,0.000311
458.79,0.00031302
459.02,0.00031616
459.25,0.00031947
459.47,0.00032319
459.7,0.00032709
459.93,0.00033142
460.15,0.00033527
460.38,0.00034039
460.61,0.00034473
460.83,0.00034788
461.06,0.0003512
461.29,0.0003547
461.52,0.00035949
461.74,0.00036449
461.97,0.00036988
462.2,0.00037682
462.42,0.00038407
462.65,0.0003909
462.88,0.0003983
463.1,0.00040549
463.33,0.00041318
463.56,0.00041981
463.78,0.00042781
464.01,0.00043564
464.24,0.00044292
464.47,0.00045142
464.69,0.00046035
464.92,0.00046861
465.15,0.00047601
465.37,0.00048467
465.6,0.00049171
465.83,0.00049826
466.05,0.00050442
466.28,0.00051085
466.51,0.00051624
466.73,0.00052212
466.96,0.00052757
467.19,0.00053261
467.42,0.00053802
467.64,0.00054364
467.87,0.00054966
468.1,0.00055373
468.32,0.00055733
468.55,0.00056104
468.78,0.00056613
469,0.00057026
469.23,0.000574
469.46,0.00057897
469.68,0.00058361
469.91,0.00058823
470.14,0.00059472
470.36,0.00060086
470.59,0.00060601
