445.4,2.0711e-05
445.63,2.0487e-05
445.86,1.8453e-05
446.09,1.5291e-05
446.31,1.159e-05
446.54,7.8393e-06
446.77,4.438e-06
446.99,1.6877e-06
447.22,-2.043e-07
447.45,-1.1259e-06
447.67,1.246e-06
447.9,2.4931e-06
448.13,3.4429e-06
448.35,7.0929e-06
448.58,1.074e-05
448.81,1.5057e-05
449.04,1.747e-05
449.26,2.1041e-05
449.49,2.3421e-05
449.72,2.4325e-05
449.94,2.429e-05
450.17,2.489e-05
450.4,2.6027e-05
450.62,2.8344e-05
450.85,3.1539e-05
451.08,3.3213e-05
451.3,3.4204e-05
451.53,3.5397e-05
451.76,3.8432e-05
451.99,3.9442e-05
452.21,3.943e-05
452.44,3.8535e-05
452.67,3.7736e-05
452.89,3.7656e-05
453.12,3.6901e-05
453.35,3.9073e-05
453.57,4.0954e-05
453.8,4.352e-05
454.03,4.6729e-05
454.25,5.0132e-05
454.48,5.1684e-05
454.71,5.3659e-05
454.94,5.4528e-05
455.16,5.5267e-05
455.39,5.3986e-05
455.62,5.2159e-05
455.84,5.079e-05
456.07,5.0945e-05
456.3,5.0895e-05
456.52,5.1467e-05
456.75,5.3483e-05
456.98,5.5071e-05
457.2,5.5561e-05
457.43,5.6677e-05
457.66,5.8144e-05
457.88,6.0059e-05
458.11,6.2056e-05
458.34,6.3606e-05
458.57,6.5606e-05
458.79,6.8388e-05
459.02,7.0252e-05
459.25,7.3135e-05
459.47,7.6328e-05
459.7,7.8212e-05
459.93,7.9096e-05
460.15,8.0525e-05
460.38,8.1687e-05
460.61,8.3571e-05
460.83,8.5718e-05
461.06,8.8627e-05
461.29,9.2776e-05
461.52,9.6992e-05
461.74,9.9824e-05
461.97,0.00010418
462.2,0.0001082
462.42,0.00011257
462.65,0.00011761
462.88,0.00012167
463.1,0.0001252
463.33,0.00012888
463.56,0.00013265
463.78,0.00013556
464.01,0.00013924
464.24,0.00014352
464.47,0.00014874
464.69,0.00015357
464.92,0.00015948
465.15,0.0001645
465.37,0.00017112
465.6,0.00017628
465.83,0.00018007
466.05,0.00018496
466.28,0.00018865
466.51,0.00019168
466.73,0.00019617
466.96,0.00019978
467.19,0.00020439
467.42,0.00020926
467.64,0.0002128
467.87,0.00021542
468.1,0.00021878
468.32,0.00022062
468.55,0.00022191
468.78,0.00022276
469,0.00022504
469.23,0.00022649
469.46,0.00022972
469.68,0.00023188
469.91,0.00023545
470.14,0.00024068
470.36,0.00024509
470.59,0.00024966
470.82,0.00025285
471.05,0.00025548
471.27,0.00025877
471.5,0.0002648
471.73,0.0002692
471.95,0.00027477
472.18,0.00028116
472.41,0.00028742
472.63,0.00029251
472.86,0.00029766
473.09,0.00030332
473.31,0.00030823
473.54,0.00031224
473.77,0.00031558
474,0.00032003
474.22,0.00032535
474.45,0.00033023
474.68,0.00033547
474.9,0.0003418
475.13,0.00034872
475.36,0.0003552
475.58,0.00036319
475.81,0.00036905
476.04,0.00037499
476.26,0.00037978
476.49,0.00038429
476.72,0.00038802
476.95,0.00039038
477.17,0.00039193
477.4,0.0003931
477.63,0.00039256
477.85,0.00039371
478.08,0.00039548
478.31,0.00039673
478.53,0.00039796
478.76,0.00039826
478.99,0.00040004
479.21,0.00040155
479.44,0.00040408
479.67,0.00040658
479.9,0.00040883
480.12,0.00041057
480.35,0.00041172
480.58,0.00041183
480.8,0.00041306
481.03,0.00041252
481.26,0.00041132
481.48,0.00041011
481.71,0.00040833
481.94,0.00040726
482.16,0.00040652
482.39,0.00040611
482.62,0.00040667
482.85,0.0004078
483.07,0.00041007
483.3,0.00041255
483.53,0.00041546
483.75,0.00041852
483.98,0.00042232
484.21,0.0004265
484.43,0.00043069
484.66,0.00043449
484.89,0.00043877
485.11,0.00044317
485.34,0.00044765
485.57,0.00045191
485.79,0.00045737
486.02,0.00046218
486.25,0.00046799
486.48,0.00047382
486.7,0.00047943
486.93,0.00048565
487.16,0.00049173
487.38,0.00049764
487.61,0.00050335
487.84,0.00050932
488.06,0.00051453
488.29,0.00052021
488.52,0.00052536
488.74,0.00053037
