45.327 96.927
45.343 97.514
45.359 97.115
45.375 96.753
45.391 97.417
45.408 96.883
45.424 96.996
45.44 97.158
45.456 96.924
45.473 96.894
45.489 97.613
45.505 97.133
45.521 97.278
45.538 97.605
45.554 97.292
45.57 97.65
45.586 97.354
45.602 97.595
45.619 97.75
45.635 97.92
45.651 97.467
45.667 97.272
45.684 97.467
45.7 97.438
45.716 97.216
45.732 97.448
45.748 97.172
45.765 97.805
45.781 97.517
45.797 97.337
45.813 97.961
45.83 97.397
45.846 97.294
45.862 97.483
45.878 97.821
45.895 97.252
45.911 97.502
45.927 97.279
45.943 97.294
45.959 97.745
45.976 97.591
45.992 97.243
46.008 97.297
46.024 97.3
46.041 98.254
46.057 97.668
46.073 97.772
46.089 97.792
46.105 98.146
46.122 97.751
46.138 97.98
46.154 97.753
46.17 98.225
46.186 98.276
46.203 97.779
46.219 98.015
46.235 97.935
46.252 98.084
46.268 98.09
46.284 97.847
