444.72,0.0013046,0.0014621,0.0011472
444.95,0.0013061,0.0014636,0.0011486
445.18,0.0013041,0.0014616,0.0011467
445.4,0.0012994,0.0014569,0.001142
445.63,0.0012926,0.0014501,0.0011352
445.86,0.0012843,0.0014418,0.0011268
446.09,0.001275,0.0014324,0.0011175
446.31,0.0012651,0.0014226,0.0011076
446.54,0.0012551,0.0014126,0.0010977
446.77,0.0012454,0.0014029,0.001088
446.99,0.0012391,0.0013929,0.0010852
447.22,0.0012305,0.0013813,0.0010798
447.45,0.0012198,0.0013664,0.0010732
447.67,0.0012127,0.0013552,0.0010703
447.9,0.0012085,0.0013488,0.0010682
448.13,0.0012065,0.0013442,0.0010688
448.35,0.0012076,0.0013443,0.0010709
448.58,0.0012033,0.0013362,0.0010705
448.81,0.0011998,0.0013308,0.0010688
449.04,0.0011978,0.0013275,0.001068
449.26,0.0011923,0.0013202,0.0010645
449.49,0.0011861,0.0013114,0.0010608
449.72,0.0011824,0.0013067,0.001058
449.94,0.00118,0.0013034,0.0010565
450.17,0.001176,0.0012969,0.0010551
450.4,0.0011773,0.001298,0.0010566
450.62,0.0011812,0.0013008,0.0010616
450.85,0.0011877,0.0013053,0.0010701
451.08,0.0011937,0.0013096,0.0010777
451.3,0.0012009,0.001315,0.0010867
451.53,0.0012051,0.0013185,0.0010916
451.76,0.0012098,0.0013227,0.001097
451.99,0.0012117,0.0013237,0.0010997
452.21,0.0012163,0.0013274,0.0011052
452.44,0.0012202,0.0013325,0.0011079
452.67,0.0012235,0.0013344,0.0011125
452.89,0.0012309,0.001342,0.0011198
453.12,0.0012405,0.0013503,0.0011307
453.35,0.0012492,0.0013585,0.00114
453.57,0.0012611,0.0013705,0.0011517
453.8,0.0012743,0.001383,0.0011657
454.03,0.0012871,0.0013968,0.0011774
454.25,0.0012999,0.0014094,0.0011904
454.48,0.0013161,0.001425,0.0012073
454.71,0.001331,0.0014384,0.0012237
454.94,0.0013488,0.001456,0.0012416
455.16,0.0013637,0.0014709,0.0012565
455.39,0.0013778,0.001485,0.0012706
455.62,0.0013896,0.0014971,0.0012822
455.84,0.0014028,0.0015083,0.0012973
456.07,0.0014154,0.0015199,0.0013109
456.3,0.0014314,0.0015356,0.0013271
456.52,0.0014495,0.001552,0.001347
456.75,0.0014628,0.0015645,0.001361
456.98,0.0014813,0.0015825,0.0013801
457.2,0.0015007,0.001601,0.0014004
457.43,0.0015187,0.0016188,0.0014185
457.66,0.0015373,0.0016378,0.0014368
457.88,0.0015574,0.0016578,0.001457
458.11,0.0015762,0.0016762,0.0014762
458.34,0.0015947,0.0016938,0.0014957
458.57,0.0016086,0.001707,0.0015102
458.79,0.0016221,0.0017192,0.0015251
459.02,0.0016404,0.0017377,0.0015431
459.25,0.0016581,0.0017555,0.0015606
459.47,0.0016765,0.0017742,0.0015788
459.7,0.0016933,0.0017897,0.0015969
459.93,0.001712,0.0018075,0.0016165
460.15,0.0017307,0.0018271,0.0016343
460.38,0.0017535,0.0018499,0.001657
460.61,0.0017797,0.0018766,0.0016829
460.83,0.0018028,0.0019021,0.0017034
461.06,0.0018291,0.0019282,0.0017299
461.29,0.0018568,0.0019559,0.0017578
461.52,0.0018845,0.0019834,0.0017855
461.74,0.0019112,0.0020103,0.0018121
461.97,0.0019382,0.0020376,0.0018387
462.2,0.0019669,0.0020661,0.0018676
462.42,0.0019945,0.0020947,0.0018943
462.65,0.0020181,0.0021185,0.0019178
462.88,0.0020419,0.0021436,0.0019401
463.1,0.0020632,0.0021676,0.0019589
463.33,0.0020833,0.0021891,0.0019774
463.56,0.0020998,0.0022051,0.0019945
463.78,0.0021166,0.0022225,0.0020107
464.01,0.0021304,0.0022378,0.0020229
464.24,0.0021401,0.0022492,0.002031
464.47,0.0021482,0.002258,0.0020384
464.69,0.0021498,0.0022605,0.0020391
464.92,0.0021461,0.0022562,0.002036
465.15,0.0021371,0.0022469,0.0020274
465.37,0.002122,0.0022318,0.0020122
465.6,0.0021069,0.0022165,0.0019973
465.83,0.0020872,0.0021981,0.0019764
466.05,0.0020627,0.0021741,0.0019514
466.28,0.002037,0.0021467,0.0019274
466.51,0.0020084,0.0021164,0.0019003
466.73,0.0019805,0.0020868,0.0018741
466.96,0.0019534,0.0020587,0.0018481
467.19,0.0019258,0.0020294,0.0018222
467.42,0.0018986,0.0020003,0.0017968
467.64,0.0018689,0.0019685,0.0017693
467.87,0.0018424,0.0019417,0.001743
468.1,0.0018147,0.0019128,0.0017165
468.32,0.0017884,0.0018851,0.0016916
468.55,0.0017615,0.0018561,0.001667
468.78,0.0017365,0.0018299,0.0016432
469,0.0017111,0.0018029,0.0016193
469.23,0.0016868,0.001778,0.0015955
469.46,0.0016609,0.0017498,0.0015719
469.68,0.0016401,0.0017281,0.0015521
469.91,0.0016196,0.0017074,0.0015319
470.14,0.0015985,0.001684,0.0015129
470.36,0.0015782,0.0016622,0.0014942
470.59,0.0015559,0.0016403,0.0014716
470.82,0.0015371,0.0016228,0.0014513
471.05,0.0015185,0.0016048,0.0014323
471.27,0.0015016,0.0015875,0.0014157
471.5,0.0014844,0.00157,0.0013988
471.73,0.0014693,0.0015549,0.0013836
471.95,0.0014552,0.0015409,0.0013694
472.18,0.0014407,0.0015258,0.0013556
472.41,0.0014273,0.0015109,0.0013437
472.63,0.0014131,0.0014969,0.0013293
472.86,0.0014039,0.0014883,0.0013194
473.09,0.0013948,0.0014787,0.0013109
473.31,0.0013877,0.0014712,0.0013042
473.54,0.0013806,0.0014631,0.0012981
473.77,0.0013775,0.0014594,0.0012955
474,0.0013754,0.0014564,0.0012944
474.22,0.0013729,0.0014525,0.0012933
474.45,0.0013694,0.0014492,0.0012896
474.68,0.0013638,0.001444,0.0012836
474.9,0.0013598,0.0014397,0.00128
475.13,0.0013536,0.0014316,0.0012756
475.36,0.0013484,0.0014261,0.0012707
