445.63,9.443e-05,0.00015234,3.6523e-05
445.86,9.4593e-05,0.0001525,3.6686e-05
446.09,9.6917e-05,0.00015482,3.9009e-05
446.31,0.0001007,0.00015861,4.2796e-05
446.54,0.00010534,0.00016325,4.7436e-05
446.77,0.00011031,0.00016822,5.2408e-05
446.99,0.00011518,0.00017309,5.7277e-05
447.22,0.00011961,0.00017751,6.17e-05
447.45,0.00012332,0.00018123,6.5416e-05
447.67,0.00012617,0.00018407,6.8258e-05
447.9,0.00012812,0.00018423,7.2007e-05
448.13,0.00012947,0.00018407,7.4876e-05
448.35,0.00013014,0.00018412,7.6162e-05
448.58,0.00012931,0.00018166,7.6962e-05
448.81,0.00012704,0.0001788,7.5276e-05
449.04,0.00012615,0.00017683,7.548e-05
449.26,0.00012443,0.00017443,7.4428e-05
449.49,0.00012383,0.0001725,7.5161e-05
449.72,0.00012474,0.0001724,7.7067e-05
449.94,0.0001267,0.00017393,7.9469e-05
450.17,0.00012679,0.00017291,8.0657e-05
450.4,0.00012545,0.00017171,7.9202e-05
450.62,0.0001235,0.00016951,7.7491e-05
450.85,0.00012183,0.00016761,7.606e-05
451.08,0.00012188,0.00016717,7.6591e-05
451.3,0.0001225,0.00016783,7.7173e-05
451.53,0.00012191,0.00016667,7.7163e-05
451.76,0.0001225,0.00016699,7.802e-05
451.99,0.00012304,0.00016644,7.9646e-05
452.21,0.00012392,0.00016721,8.0639e-05
452.44,0.00012422,0.00016777,8.0674e-05
452.67,0.00012434,0.00016696,8.1715e-05
452.89,0.00012402,0.00016615,8.1897e-05
453.12,0.00012343,0.00016521,8.1654e-05
453.35,0.00012088,0.00016252,7.9247e-05
453.57,0.00011828,0.00015967,7.6881e-05
453.8,0.00011569,0.00015675,7.4623e-05
454.03,0.0001149,0.00015569,7.4101e-05
454.25,0.00011257,0.00015306,7.2093e-05
454.48,0.00011018,0.0001514,6.8962e-05
454.71,0.00010712,0.00014809,6.6144e-05
454.94,0.00010438,0.00014443,6.433e-05
455.16,0.00010186,0.00014098,6.2739e-05
455.39,0.00010041,0.00013928,6.154e-05
455.62,9.8304e-05,0.00013696,5.9652e-05
455.84,9.7262e-05,0.00013557,5.8956e-05
456.07,9.7893e-05,0.00013579,5.9991e-05
456.3,9.6775e-05,0.00013486,5.8693e-05
456.52,9.4321e-05,0.00013202,5.6617e-05
456.75,9.152e-05,0.00012883,5.421e-05
456.98,8.7782e-05,0.00012497,5.0597e-05
457.2,8.3791e-05,0.00012075,4.6831e-05
457.43,7.8259e-05,0.00011482,4.1693e-05
457.66,7.3272e-05,0.00010953,3.7016e-05
457.88,6.8068e-05,0.0001041,3.2035e-05
458.11,6.3787e-05,9.9674e-05,2.7901e-05
458.34,5.7938e-05,9.4141e-05,2.1734e-05
458.57,5.3884e-05,9.0343e-05,1.7424e-05
458.79,5.0244e-05,8.5749e-05,1.474e-05
459.02,4.7384e-05,8.275e-05,1.2018e-05
459.25,4.4269e-05,8.0037e-05,8.5007e-06
459.47,4.0849e-05,7.6567e-05,5.1311e-06
459.7,3.7057e-05,7.2365e-05,1.7491e-06
459.93,3.271e-05,6.756e-05,-2.1404e-06
460.15,2.9228e-05,6.4428e-05,-5.9717e-06
460.38,2.4935e-05,6.0352e-05,-1.0482e-05
460.61,1.9087e-05,5.4343e-05,-1.6168e-05
460.83,1.4709e-05,4.9926e-05,-2.0508e-05
461.06,9.8395e-06,4.4815e-05,-2.5136e-05
461.29,6.9354e-06,4.2144e-05,-2.8273e-05
461.52,5.303e-06,4.1009e-05,-3.0403e-05
461.74,5.6736e-06,4.1628e-05,-3.0281e-05
461.97,8.2689e-06,4.4073e-05,-2.7536e-05
462.2,1.2312e-05,4.8718e-05,-2.4094e-05
462.42,1.6206e-05,5.2635e-05,-2.0223e-05
462.65,2.0476e-05,5.6642e-05,-1.569e-05
462.88,2.557e-05,6.152e-05,-1.0381e-05
463.1,2.9864e-05,6.6222e-05,-6.4942e-06
463.33,3.3224e-05,6.911e-05,-2.661e-06
463.56,3.586e-05,7.1614e-05,1.0605e-07
463.78,3.8163e-05,7.4158e-05,2.1686e-06
464.01,4.0152e-05,7.6921e-05,3.3837e-06
464.24,4.244e-05,7.9773e-05,5.1065e-06
464.47,4.5096e-05,8.2585e-05,7.6076e-06
464.69,4.6837e-05,8.4074e-05,9.6002e-06
464.92,4.9959e-05,8.741e-05,1.2509e-05
465.15,5.235e-05,8.9802e-05,1.4898e-05
465.37,5.6074e-05,9.3854e-05,1.8294e-05
465.6,5.9678e-05,9.7944e-05,2.1411e-05
465.83,6.2967e-05,0.00010113,2.4805e-05
466.05,6.6056e-05,0.00010427,2.7843e-05
466.28,6.9471e-05,0.00010812,3.0819e-05
